id,code,name,ID,Country,Region,Flood,Earthquake,TC-Wind,TC-Surge,Drought,Tsunami,Volcano,Landslide
10748,226,Somalia,173,Somalia,16,Climate change impacts: High confidence in an increase in intense precipitation.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in decreasing dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10749,227,South Africa,174,South Africa,17,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in an increase in drought tendency and an increase in the physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10599,74,South Sudan,175,South Sudan,16,Climate change impacts: High confidence in an increase in intense precipitation.,NA,NA,NA,Climate change impact: Medium confidence in decreasing dryness.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10751,229,Spain,176,Spain,13,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and a consistent increase in the physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10752,231,Sri Lanka,177,Sri Lanka,23,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10723,208,Saint Kitts and Nevis,178,St. Kitts and Nevis,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10724,209,Saint Lucia,179,St. Lucia,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10641,75007,Saint-Martin (Fr.),180,St. Martin (French part),,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10726,211,Saint Vincent and the Grenadines,181,St. Vincent and the Grenadines,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10541,6,Sudan,182,Sudan,14-16,"Climate change impacts: In northern Sudan, model projections are inconsistent in changes in rainfall. In southern Sudan, high confidence in an increase in intense precipitation.",NA,NA,NA,"Climate change impact: In northern Sudan, model projections are inconsistent in changes in drought. In southern Sudan, medium confidence in an increase in drought tendency.","Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10753,233,Suriname,183,Suriname,7,Climate change impacts: Medium confidence in an increase in extreme precipitation and an increase in the number of extreme rainfall events.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10756,235,Swaziland,184,Swaziland,17,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in the physical area of drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10757,236,Sweden,185,Sweden,11,Climate change impacts: High confidence in more frequent and intense precipitation days and an increase in the number of extreme rainfall events. ,NA,NA,NA,Climate change impact: Medium confidence in no major changes in dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10758,237,Switzerland,186,Switzerland,12,Climate change impacts: High confidence in more frequent and intense precipitation days in winter and an increase in the number of extreme rainfall events.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in short-term drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10759,238,Syrian Arab Republic,187,Syrian Arab Republic,13,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and a consistent increase in the physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10760,239,Tajikistan,188,Tajikistan,20,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10777,257,Tanzania,189,Tanzania,16,Climate change impacts: High confidence in an increase in intense precipitation.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in decreasing dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10761,240,Thailand,190,Thailand,24,Climate change impacts: Medium confidence in more frequent and intense heavy precipitation days and an increase in the number of extreme rainfall events.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10763,242,Timor-Leste,191,Timor-Leste,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10764,243,Togo,192,Togo,15,Climate change impacts: Medium confidence of little change in amount or intensity of precipitation.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10766,245,Tonga,193,Tonga,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10767,246,Trinidad and Tobago,194,Trinidad and Tobago,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10768,248,Tunisia,195,Tunisia,13,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and a consistent increase in the physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10769,249,Turkey,196,Turkey,13,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and a consistent increase in the physical area of drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10770,250,Turkmenistan,197,Turkmenistan,19-20,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10771,251,Turks and Caicos Islands (U.K.),198,Turks and Caicos Islands,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10772,252,Tuvalu,199,Tuvalu,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10773,253,Uganda,200,Uganda,16,Climate change impacts: High confidence in an increase in intense precipitation.,NA,NA,NA,Climate change impact: Medium confidence in decreasing dryness.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10774,254,Ukraine,201,Ukraine,12,Climate change impacts: High confidence in more frequent and intense precipitation days in winter and an increase in the number of extreme rainfall events.,NA,NA,NA,Climate change impact: Medium confidence in an increase in drought tendency and an increase in short-term drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10775,255,United Arab Emirates,202,United Arab Emirates,19,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10776,256,United Kingdom,203,United Kingdom,11,Climate change impacts: High confidence in more frequent and intense precipitation days and an increase in the number of extreme rainfall events. ,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Medium confidence in no major changes in dryness.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10782,259,United States of America,204,United States,"1,3-5","Climate change impacts: In western, central and eastern continental US, medium confidence in an increase in the number of extreme rainfall events. In northeast US, medium confidence in an increase in days of intense precipitation. In southeastern US, model projections are inconsistent in changes in rainfall. In Alaska, high confidence in an increase in days of intense precipitation and the number of extreme rainfall events.",NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.","Climate change impact: For central North America and southern, central US, medium confidence in an increase in drought tendency.","Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",Climate change impact: Future ice mass loss on volcanoes currently under glaciers could lead to eruptions (IPCC 2013).,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10783,260,Uruguay,205,Uruguay,10,"Climate change impacts: Medium confidence in an increase in daily precipitation, in days of intense precipitation and the number of extreme rainfall events.",NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10784,261,Uzbekistan,206,Uzbekistan,19-20,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,NA,NA,Climate change impact: Model projections are inconsistent in changes in drought.,NA,NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10785,262,Vanuatu,207,Vanuatu,,Climate change impacts: Model projections are inconsistent in changes in rainfall.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10786,263,R. B. de Venezuela,208,"Venezuela, RB",7,Climate change impacts: Medium confidence in an increase in extreme precipitation and an increase in the number of extreme rainfall events.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
10787,264,Vietnam,209,Vietnam,24,Climate change impacts: Medium confidence in more frequent and intense heavy precipitation days and an increase in the number of extreme rainfall events.,NA,"Climate change impact: Global average tropical cyclone wind speed and rainfall is likely to increase in the future, and the global average frequency of tropical cyclones is likely to decrease or remain unchanged. It is possible that the frequency of the most intense tropical cyclones will increase substantially in some ocean regions (IPCC, 2013).","Climate change impact: According to the IPCC (2013), there is high confidence that extremes in sea level will increase with mean sea level rise yet there is low confidence in region-specific projections in storm surges.",Climate change impact: Model projections are inconsistent in changes in drought.,"Climate change impact: The areas at risk of tsunami will increase as global mean sea level rises. According to the IPCC (2013), global mean sea level rise depends on a variety of factors, and estimates for 2100 range from ~20 cm to nearly 1 m. However, regional changes in sea level are difficult to predict.",NA,"Climate change impact: Climate change is likely to alter slope and bedrock stability through changes in precipitation and/or temperature. It is difficult to determine future locations and timing of large rock avalanches, as these depend on local geological conditions and other non-climatic factors. "
